E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\37.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\37.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\38.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\38.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\39.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\39.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\40.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\40.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\41.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\41.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\42.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\42.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\43.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\43.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\44.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\44.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\45.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\45.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\46.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\46.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\47.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\47.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\48.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\48.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\49.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\49.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\50.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\50.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\51.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\51.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\52.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\52.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\53.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\53.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\54.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\54.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\55.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\55.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\56.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\56.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\57.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\57.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\58.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\58.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\59.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\59.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\60.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\60.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\61.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\61.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\62.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\62.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\63.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\63.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\64.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\64.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\65.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\65.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\66.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\66.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\67.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\67.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\68.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\68.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\69.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\69.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\70.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\70.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\71.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\71.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\72.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\72.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\73.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\73.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\74.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\74.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\75.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\75.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\76.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\76.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\77.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\77.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\78.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\78.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\79.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\79.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\80.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\80.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\81.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\81.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\82.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\82.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\83.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\83.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\84.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\84.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\85.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\85.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\86.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\86.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\87.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\87.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\88.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\88.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\89.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\89.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\90.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\90.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\91.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\91.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\92.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\92.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\93.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\93.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\94.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\94.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\95.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\95.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\96.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\96.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\97.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\97.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\98.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\98.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\99.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\99.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\100.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\100.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\101.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\101.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\102.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\102.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\103.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\103.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\104.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\104.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\105.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\105.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\106.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\106.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\107.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\107.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\108.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\108.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\109.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\109.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\110.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\110.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\111.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\111.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\112.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\112.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\113.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\113.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\114.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\114.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\115.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\115.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\116.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\116.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\117.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\117.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\118.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\118.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\119.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\119.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\120.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\120.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\121.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\121.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\122.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\122.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\123.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\123.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\124.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\124.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\125.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\125.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\126.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\126.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\127.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\127.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\128.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\128.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\129.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\129.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\130.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\130.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\131.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\131.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\132.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\132.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\133.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\133.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\134.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\134.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\135.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\135.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\136.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\136.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\137.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\137.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\138.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\138.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\139.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\139.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\140.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\140.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\141.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\141.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\142.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\142.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\143.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\143.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\144.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\144.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\145.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\145.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\146.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\146.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\147.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\147.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\148.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\148.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\149.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\149.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\150.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\150.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\151.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\151.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\152.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\152.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\153.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\153.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\154.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\154.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\155.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\155.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\156.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\156.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\157.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\157.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\158.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\158.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\159.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\159.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\160.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\160.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\161.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\161.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\162.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\162.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\163.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\163.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\164.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\164.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\165.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\165.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\166.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\166.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\167.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\167.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\168.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\168.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\169.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\169.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\170.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\170.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\171.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\171.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\172.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\172.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\173.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\173.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\174.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\174.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\175.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\175.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\176.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\176.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\177.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\177.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\178.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\178.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\179.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\179.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\180.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\180.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\181.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\181.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\182.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\182.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\183.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\183.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\184.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\184.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\185.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\185.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\186.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\186.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\187.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\187.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\188.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\188.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\189.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\189.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\190.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\190.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\191.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\191.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\192.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\192.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\193.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\193.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\194.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\194.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\195.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\195.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\196.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\196.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\197.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\197.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\198.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\198.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\199.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\199.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\200.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\200.npy
E:\Projects\vocal-separator\2k22\dataset_main_train\tracks\201.wav,E:\Projects\vocal-separator\2k22\dataset_main_train\masks\201.npy
